N 100 
0 133 163
1 23 47
2 98 0
3 160 50
4 186 26
5 175 97
6 103 112
7 88 23
8 129 3
9 47 196
10 103 107
11 3 136
12 192 81
13 93 91
14 159 192
15 190 135
16 73 109
17 29 108
18 174 173
19 141 117
20 46 181
21 198 90
22 13 45
23 83 73
24 177 69
25 188 117
26 86 159
27 62 65
28 93 149
29 83 11
30 195 87
31 194 131
32 70 88
33 1 24
34 125 190
35 133 88
36 30 62
37 47 122
38 135 163
39 2 134
40 184 193
41 59 42
42 16 107
43 180 200
44 126 30
45 118 115
46 168 129
47 129 85
48 74 150
49 49 183
50 28 168
51 55 100
52 184 148
53 92 173
54 180 162
55 62 79
56 107 43
57 114 36
58 198 112
59 97 79
60 89 48
61 132 129
62 81 167
63 116 56
64 74 63
65 72 167
66 169 25
67 2 3
68 113 100
69 81 26
70 130 116
71 93 51
72 194 22
73 35 187
74 6 104
75 78 141
76 94 7
77 117 54
78 83 161
79 4 192
80 133 85
81 172 173
82 116 145
83 190 120
84 2 56
85 53 99
86 197 168
87 69 132
88 51 191
89 1 107
90 161 111
91 23 199
92 31 178
93 155 7
94 93 98
95 185 189
96 147 27
97 159 140
98 102 79
99 163 93
