N 100 
0 18 184
1 81 187
2 115 97
3 79 80
4 101 63
5 2 131
6 72 119
7 188 58
8 93 139
9 123 19
10 57 144
11 26 143
12 6 14
13 199 68
14 72 69
15 14 22
16 174 61
17 127 117
18 198 32
19 195 72
20 152 21
21 120 121
22 47 181
23 84 102
24 140 143
25 47 102
26 160 165
27 95 175
28 105 114
29 35 162
30 154 78
31 12 192
32 195 114
33 186 52
34 109 149
35 18 107
36 166 91
37 108 153
38 57 88
39 129 61
40 141 60
41 70 191
42 5 23
43 22 9
44 164 106
45 194 114
46 199 19
47 22 195
48 125 161
49 74 126
50 174 138
51 71 120
52 102 95
53 119 197
54 94 169
55 15 170
56 142 124
57 154 43
58 35 128
59 158 116
60 154 106
61 169 53
62 92 34
63 38 57
64 181 84
65 22 3
66 97 121
67 126 169
68 166 159
69 174 26
70 66 126
71 13 29
72 49 163
73 10 62
74 194 56
75 146 195
76 168 151
77 13 45
78 126 200
79 97 19
80 180 143
81 185 100
82 173 103
83 42 65
84 194 95
85 145 196
86 173 93
87 44 30
88 2 171
89 109 200
90 74 4
91 175 155
92 28 144
93 190 102
94 118 35
95 39 124
96 44 197
97 106 36
98 175 23
99 138 154
