N 100 
0 164 36
1 107 73
2 107 171
3 115 33
4 195 114
5 139 120
6 115 88
7 93 188
8 17 16
9 184 170
10 27 174
11 80 153
12 175 65
13 140 161
14 158 191
15 184 52
16 29 47
17 125 59
18 60 188
19 103 59
20 168 141
21 20 162
22 175 183
23 42 82
24 189 78
25 155 116
26 83 134
27 125 126
28 121 57
29 63 35
30 18 141
31 167 30
32 106 42
33 62 59
34 151 77
35 10 97
36 12 87
37 151 116
38 167 117
39 156 39
40 9 32
41 135 50
42 63 53
43 14 27
44 131 148
45 136 25
46 200 42
47 20 24
48 31 80
49 70 196
50 200 65
51 29 66
52 29 21
53 173 3
54 146 128
55 11 170
56 138 107
57 160 21
58 49 46
59 167 74
60 182 142
61 110 18
62 46 9
63 197 181
64 115 128
65 64 79
66 43 185
67 114 56
68 95 126
69 84 200
70 25 152
71 88 169
72 137 28
73 143 154
74 184 78
75 109 77
76 39 34
77 188 94
78 194 184
79 4 97
80 79 134
81 32 29
82 66 97
83 29 120
84 75 54
85 198 195
86 54 0
87 143 150
88 146 102
89 133 97
90 184 27
91 41 100
92 108 100
93 133 21
94 194 68
95 110 165
96 42 96
97 96 179
98 166 60
99 141 177
