N 100 
0 97 8
1 80 157
2 118 102
3 123 75
4 171 150
5 80 177
6 17 48
7 45 24
8 144 2
9 166 61
10 85 97
11 8 143
12 195 59
13 126 173
14 167 193
15 46 124
16 134 108
17 76 11
18 49 132
19 28 113
20 2 91
21 176 121
22 83 34
23 110 84
24 64 186
25 74 32
26 111 71
27 96 55
28 57 116
29 187 102
30 150 150
31 193 111
32 127 184
33 2 199
34 60 127
35 46 45
36 110 134
37 147 135
38 185 4
39 108 81
40 41 104
41 167 52
42 189 62
43 193 16
44 162 195
45 129 173
46 42 140
47 184 20
48 168 129
49 100 123
50 92 138
51 186 76
52 138 15
53 197 25
54 50 13
55 50 26
56 53 27
57 39 185
58 163 177
59 114 74
60 159 185
61 175 15
62 200 78
63 89 48
64 125 200
65 12 87
66 88 31
67 173 165
68 82 188
69 108 61
70 55 111
71 106 46
72 182 168
73 115 73
74 39 18
75 94 2
76 56 88
77 75 196
78 176 162
79 18 110
80 16 133
81 49 40
82 186 150
83 12 194
84 99 93
85 64 50
86 16 116
87 111 49
88 129 92
89 1 79
90 66 127
91 3 159
92 52 92
93 89 62
94 109 53
95 195 3
96 180 24
97 135 158
98 13 124
99 65 26
