N 100 
0 121 128
1 70 196
2 138 60
3 61 0
4 97 156
5 153 52
6 128 49
7 41 70
8 30 71
9 24 104
10 12 185
11 106 53
12 102 6
13 199 162
14 21 4
15 164 31
16 12 87
17 152 22
18 173 1
19 46 165
20 195 141
21 45 181
22 41 82
23 116 100
24 46 166
25 122 9
26 16 94
27 112 190
28 5 17
29 160 116
30 86 15
31 119 93
32 153 170
33 198 121
34 117 68
35 49 40
36 102 119
37 114 29
38 49 58
39 59 91
40 156 142
41 43 84
42 97 127
43 79 98
44 6 157
45 101 85
46 66 43
47 176 107
48 82 53
49 139 29
50 166 164
51 141 183
52 123 184
53 52 17
54 125 16
55 37 186
56 139 77
57 52 106
58 65 151
59 171 168
60 51 175
61 128 70
62 182 86
63 144 136
64 44 122
65 195 68
66 57 45
67 200 141
68 149 9
69 99 36
70 94 200
71 42 97
72 49 185
73 60 16
74 154 105
75 165 85
76 123 150
77 98 157
78 192 108
79 145 163
80 26 109
81 1 51
82 158 137
83 45 51
84 48 132
85 2 13
86 183 131
87 51 95
88 161 70
89 90 193
90 57 115
91 22 161
92 183 88
93 24 197
94 94 31
95 53 187
96 76 10
97 97 30
98 108 91
99 190 36
