N 100 
0 68 32
1 49 196
2 65 184
3 11 196
4 174 198
5 171 138
6 140 123
7 12 47
8 188 88
9 197 48
10 135 157
11 48 184
12 124 160
13 78 8
14 71 80
15 164 194
16 99 39
17 83 142
18 47 27
19 70 134
20 94 185
21 59 8
22 89 185
23 124 113
24 173 134
25 171 105
26 97 189
27 59 173
28 90 150
29 47 109
30 38 24
31 147 164
32 71 95
33 58 134
34 173 75
35 140 95
36 157 135
37 96 57
38 160 160
39 85 167
40 183 17
41 150 200
42 16 136
43 151 74
44 33 194
45 146 71
46 10 185
47 196 34
48 29 48
49 200 84
50 9 155
51 116 55
52 168 169
53 4 153
54 11 95
55 26 35
56 2 100
57 58 45
58 21 32
59 195 123
60 129 115
61 82 60
62 12 178
63 167 1
64 187 94
65 179 35
66 63 151
67 123 55
68 70 102
69 91 158
70 19 190
71 53 22
72 98 22
73 111 198
74 133 150
75 131 195
76 113 61
77 3 79
78 137 3
79 198 66
80 62 17
81 99 27
82 126 3
83 186 151
84 182 135
85 153 176
86 31 84
87 37 141
88 108 84
89 145 135
90 62 6
91 103 98
92 49 91
93 144 178
94 0 60
95 153 169
96 111 147
97 105 54
98 112 6
99 112 105
