N 100 
0 176 199
1 83 8
2 89 8
3 67 166
4 189 15
5 45 149
6 93 128
7 114 83
8 18 143
9 80 49
10 62 35
11 31 65
12 33 169
13 75 154
14 101 117
15 83 127
16 105 117
17 119 127
18 74 103
19 40 2
20 33 79
21 148 191
22 114 12
23 96 149
24 1 147
25 165 131
26 68 124
27 159 200
28 10 197
29 61 186
30 121 35
31 194 89
32 94 136
33 75 104
34 24 146
35 171 50
36 148 72
37 88 117
38 3 142
39 112 81
40 38 87
41 54 89
42 151 110
43 19 110
44 142 19
45 190 6
46 66 42
47 171 140
48 4 178
49 125 114
50 52 17
51 191 1
52 152 63
53 130 39
54 31 160
55 147 90
56 105 37
57 22 104
58 109 63
59 39 68
60 167 160
61 74 55
62 12 166
63 199 150
64 173 125
65 103 101
66 48 44
67 194 194
68 146 115
69 21 158
70 149 85
71 15 95
72 60 3
73 60 150
74 130 50
75 200 76
76 106 70
77 55 2
78 69 94
79 53 121
80 112 105
81 21 131
82 105 97
83 17 12
84 37 155
85 2 60
86 92 63
87 105 98
88 131 170
89 105 91
90 88 114
91 129 186
92 64 74
93 18 77
94 130 147
95 7 92
96 10 112
97 25 113
98 159 137
99 135 10
