N 100 
0 66 172
1 91 102
2 173 182
3 113 186
4 115 93
5 57 49
6 127 145
7 77 137
8 17 20
9 177 44
10 45 26
11 77 65
12 69 141
13 3 54
14 168 95
15 152 101
16 114 36
17 110 94
18 148 107
19 35 117
20 28 174
21 142 141
22 166 115
23 21 37
24 174 27
25 45 76
26 154 137
27 132 154
28 17 26
29 48 6
30 192 74
31 54 174
32 19 50
33 132 131
34 148 30
35 6 115
36 85 73
37 81 0
38 99 92
39 191 89
40 76 87
41 25 26
42 41 3
43 11 115
44 134 64
45 140 68
46 19 95
47 1 183
48 18 87
49 35 134
50 69 5
51 104 141
52 105 51
53 60 189
54 45 200
55 56 5
56 164 38
57 54 164
58 165 131
59 130 100
60 108 81
61 58 184
62 109 91
63 58 100
64 114 6
65 9 41
66 31 92
67 140 191
68 133 47
69 95 143
70 35 43
71 174 109
72 153 28
73 111 111
74 164 138
75 186 157
76 95 49
77 118 19
78 2 9
79 19 106
80 12 161
81 60 106
82 59 154
83 38 54
84 92 180
85 26 72
86 118 118
87 83 102
88 113 103
89 99 186
90 91 17
91 1 29
92 84 100
93 134 172
94 79 53
95 62 153
96 133 6
97 174 74
98 41 104
99 169 138
