N 100 
0 171 184
1 120 180
2 70 65
3 79 108
4 167 109
5 127 193
6 43 187
7 164 113
8 80 53
9 24 150
10 82 91
11 182 29
12 82 170
13 91 184
14 70 124
15 1 130
16 52 178
17 30 178
18 121 138
19 139 152
20 162 74
21 100 7
22 148 155
23 48 186
24 153 175
25 68 145
26 138 60
27 134 50
28 12 122
29 145 14
30 67 29
31 41 63
32 103 193
33 30 56
34 141 177
35 86 103
36 105 124
37 6 9
38 90 1
39 30 54
40 181 34
41 98 175
42 140 133
43 129 36
44 50 73
45 142 70
46 43 22
47 187 33
48 41 90
49 114 150
50 93 200
51 67 10
52 153 47
53 41 41
54 24 49
55 80 169
56 56 184
57 188 56
58 24 113
59 196 111
60 63 72
61 54 159
62 105 199
63 17 55
64 92 145
65 37 55
66 27 26
67 127 188
68 29 18
69 136 13
70 188 30
71 182 127
72 168 9
73 113 11
74 63 55
75 170 67
76 111 150
77 123 182
78 101 143
79 86 74
80 1 77
81 170 2
82 135 199
83 52 152
84 138 154
85 173 34
86 8 129
87 19 76
88 118 186
89 65 71
90 100 38
91 28 126
92 2 171
93 62 35
94 0 190
95 188 27
96 159 168
97 181 165
98 158 14
99 57 74
