N 100 
0 60 187
1 22 44
2 173 109
3 23 127
4 58 54
5 48 105
6 144 30
7 149 155
8 37 25
9 110 111
10 1 159
11 55 122
12 106 165
13 65 135
14 51 172
15 54 105
16 18 75
17 160 182
18 141 33
19 86 71
20 166 114
21 151 54
22 123 42
23 22 146
24 71 109
25 94 64
26 191 178
27 28 146
28 40 195
29 105 65
30 98 89
31 105 59
32 80 162
33 90 10
34 11 165
35 34 53
36 117 55
37 92 93
38 21 149
39 167 176
40 175 123
41 141 60
42 38 143
43 130 13
44 24 147
45 150 113
46 92 153
47 156 171
48 169 34
49 146 133
50 107 30
51 151 164
52 139 194
53 126 121
54 89 15
55 123 19
56 4 98
57 186 4
58 28 179
59 40 73
60 183 21
61 87 93
62 139 64
63 23 121
64 34 139
65 90 97
66 148 1
67 145 169
68 30 8
69 134 22
70 178 70
71 52 122
72 34 49
73 114 40
74 75 80
75 196 139
76 185 61
77 68 9
78 153 118
79 13 139
80 52 187
81 7 64
82 183 154
83 160 3
84 45 3
85 166 24
86 112 92
87 63 181
88 154 65
89 160 192
90 61 85
91 124 102
92 195 25
93 70 190
94 37 200
95 9 86
96 20 178
97 11 153
98 166 197
99 128 79
