N 100 
0 126 200
1 81 193
2 107 135
3 99 167
4 112 65
5 120 59
6 162 65
7 122 127
8 54 187
9 22 166
10 104 38
11 107 30
12 31 36
13 87 0
14 122 33
15 198 70
16 126 21
17 124 97
18 25 106
19 47 15
20 133 131
21 65 13
22 16 146
23 45 65
24 30 103
25 51 76
26 18 87
27 117 160
28 74 20
29 57 183
30 103 187
31 14 77
32 78 145
33 137 125
34 119 191
35 156 92
36 28 10
37 149 130
38 177 195
39 122 118
40 118 112
41 155 55
42 122 146
43 192 60
44 35 143
45 102 191
46 8 170
47 171 118
48 124 72
49 71 138
50 44 159
51 52 3
52 67 120
53 106 112
54 43 36
55 2 133
56 85 32
57 118 111
58 16 103
59 92 98
60 198 149
61 132 50
62 49 130
63 139 156
64 121 36
65 145 73
66 164 109
67 2 54
68 17 161
69 97 49
70 197 177
71 179 24
72 30 152
73 131 46
74 94 46
75 194 94
76 166 81
77 175 95
78 46 143
79 6 71
80 18 102
81 0 129
82 13 23
83 67 177
84 2 4
85 35 113
86 157 33
87 4 18
88 101 53
89 65 27
90 46 19
91 136 81
92 147 161
93 176 174
94 169 148
95 137 71
96 195 109
97 80 134
98 59 30
99 173 162
