N 100 
0 77 132
1 74 173
2 92 73
3 117 47
4 88 12
5 94 105
6 35 103
7 25 21
8 81 36
9 42 157
10 67 158
11 139 75
12 152 114
13 144 139
14 181 80
15 96 91
16 135 112
17 32 148
18 9 19
19 77 55
20 83 169
21 132 12
22 72 21
23 109 57
24 134 110
25 190 45
26 46 10
27 82 100
28 45 156
29 188 167
30 139 197
31 76 39
32 110 107
33 159 15
34 168 109
35 21 72
36 25 171
37 2 188
38 114 67
39 58 170
40 126 91
41 92 122
42 113 129
43 67 51
44 81 90
45 155 167
46 142 115
47 119 73
48 169 109
49 47 163
50 103 16
51 3 118
52 30 17
53 8 146
54 72 178
55 91 74
56 171 72
57 175 18
58 52 2
59 93 66
60 134 191
61 141 128
62 84 74
63 156 105
64 17 40
65 95 110
66 74 29
67 143 136
68 129 153
69 158 187
70 153 67
71 0 52
72 87 198
73 1 39
74 85 91
75 17 198
76 95 119
77 165 194
78 101 128
79 134 11
80 91 66
81 175 154
82 129 40
83 181 39
84 1 96
85 71 148
86 100 2
87 100 43
88 15 71
89 184 126
90 135 145
91 180 60
92 75 184
93 62 50
94 170 197
95 48 168
96 98 45
97 165 14
98 105 13
99 2 62
