N 100 
0 76 188
1 104 119
2 98 115
3 58 38
4 97 168
5 67 37
6 95 162
7 174 57
8 136 39
9 37 46
10 71 49
11 43 78
12 194 160
13 23 182
14 180 182
15 10 167
16 9 38
17 65 175
18 181 31
19 111 173
20 142 114
21 182 196
22 120 145
23 197 26
24 163 80
25 149 29
26 125 195
27 49 4
28 48 106
29 115 132
30 176 44
31 16 127
32 53 37
33 49 101
34 9 142
35 96 78
36 115 119
37 8 161
38 66 103
39 10 109
40 199 17
41 127 100
42 71 30
43 122 83
44 31 75
45 84 34
46 19 150
47 24 169
48 165 59
49 32 82
50 190 47
51 21 41
52 154 104
53 79 68
54 95 4
55 16 173
56 54 122
57 8 144
58 21 36
59 182 23
60 14 106
61 113 64
62 138 133
63 193 101
64 97 154
65 8 79
66 148 86
67 194 51
68 142 191
69 87 183
70 74 142
71 137 177
72 116 29
73 149 154
74 31 38
75 48 109
76 48 187
77 57 168
78 24 92
79 72 154
80 88 173
81 26 123
82 122 151
83 114 47
84 13 97
85 193 147
86 18 173
87 96 144
88 30 109
89 187 114
90 110 28
91 104 118
92 109 33
93 84 160
94 142 20
95 134 60
96 157 91
97 8 166
98 36 188
99 100 199
