N 100 
0 147 80
1 79 17
2 177 108
3 150 120
4 89 178
5 44 160
6 17 2
7 119 38
8 100 23
9 178 103
10 71 12
11 14 164
12 0 6
13 150 12
14 85 184
15 94 56
16 130 61
17 60 98
18 49 11
19 165 28
20 41 66
21 32 190
22 102 21
23 30 56
24 17 198
25 98 180
26 147 24
27 141 62
28 0 188
29 30 174
30 149 103
31 83 73
32 126 115
33 101 34
34 58 144
35 20 69
36 34 78
37 121 169
38 27 185
39 190 122
40 143 50
41 19 47
42 181 78
43 59 60
44 73 130
45 170 53
46 147 29
47 153 127
48 143 167
49 43 19
50 197 184
51 162 111
52 36 95
53 157 182
54 37 54
55 144 169
56 18 17
57 71 188
58 172 92
59 88 29
60 193 20
61 95 47
62 102 98
63 154 190
64 124 4
65 42 181
66 11 64
67 177 160
68 63 15
69 0 50
70 115 98
71 103 95
72 27 175
73 172 135
74 139 121
75 126 84
76 40 109
77 34 150
78 108 35
79 98 38
80 112 98
81 119 51
82 97 182
83 3 174
84 7 7
85 87 80
86 23 156
87 99 173
88 161 115
89 133 112
90 174 159
91 10 48
92 167 108
93 83 93
94 173 70
95 186 99
96 42 14
97 163 164
98 136 112
99 68 129
