N 100 
0 124 166
1 92 186
2 116 58
3 187 161
4 0 53
5 192 86
6 146 109
7 191 22
8 186 30
9 137 88
10 121 185
11 153 189
12 148 24
13 123 150
14 26 135
15 171 157
16 81 81
17 117 77
18 147 141
19 120 195
20 15 128
21 82 141
22 155 59
23 107 52
24 17 48
25 153 2
26 90 120
27 59 196
28 61 56
29 85 95
30 95 151
31 25 199
32 64 188
33 6 11
34 112 31
35 60 25
36 12 21
37 177 133
38 151 98
39 132 150
40 155 31
41 150 170
42 13 33
43 159 133
44 7 199
45 100 29
46 127 168
47 152 150
48 93 52
49 110 187
50 13 157
51 40 47
52 168 195
53 164 140
54 132 200
55 153 39
56 123 120
57 99 40
58 48 109
59 118 180
60 23 85
61 198 30
62 75 128
63 98 14
64 169 47
65 162 163
66 33 146
67 184 87
68 121 54
69 53 61
70 70 121
71 101 151
72 9 161
73 121 62
74 57 24
75 67 52
76 150 158
77 64 16
78 16 133
79 10 13
80 150 155
81 25 33
82 67 178
83 182 69
84 109 117
85 9 174
86 143 103
87 167 199
88 42 170
89 157 150
90 7 34
91 65 108
92 167 89
93 84 124
94 81 188
95 101 4
96 82 103
97 24 160
98 8 173
99 36 94
