N 100 
0 1 48
1 165 101
2 70 153
3 88 113
4 70 99
5 9 102
6 49 52
7 169 53
8 11 183
9 182 85
10 113 166
11 41 93
12 188 91
13 45 123
14 11 160
15 149 36
16 159 38
17 68 88
18 186 38
19 97 101
20 149 89
21 94 181
22 196 71
23 14 39
24 170 73
25 151 5
26 198 154
27 29 195
28 54 166
29 59 55
30 36 19
31 125 170
32 9 156
33 155 189
34 81 119
35 92 89
36 186 0
37 98 140
38 176 152
39 15 102
40 168 60
41 88 51
42 6 63
43 136 44
44 140 102
45 87 113
46 171 113
47 78 78
48 151 33
49 40 74
50 114 97
51 151 13
52 131 142
53 42 148
54 158 55
55 37 178
56 85 114
57 24 2
58 148 59
59 100 74
60 83 190
61 146 94
62 60 11
63 10 85
64 95 74
65 146 62
66 188 103
67 200 125
68 64 141
69 167 136
70 166 71
71 187 123
72 25 35
73 28 63
74 101 121
75 124 14
76 93 37
77 18 134
78 42 91
79 100 160
80 119 0
81 115 6
82 129 90
83 159 196
84 114 1
85 132 102
86 125 126
87 177 157
88 188 101
89 178 119
90 149 160
91 72 33
92 145 57
93 186 73
94 57 196
95 70 133
96 31 80
97 155 114
98 59 16
99 13 21
