N 100 
0 67 45
1 159 179
2 193 73
3 64 38
4 29 28
5 65 14
6 165 28
7 100 46
8 121 182
9 193 118
10 31 64
11 41 52
12 52 87
13 8 9
14 154 185
15 157 164
16 51 174
17 190 16
18 163 106
19 27 144
20 155 23
21 171 86
22 166 152
23 108 123
24 77 3
25 175 113
26 26 197
27 125 59
28 182 178
29 5 67
30 171 145
31 154 112
32 38 185
33 3 7
34 25 88
35 21 168
36 66 70
37 129 144
38 145 110
39 164 78
40 106 199
41 23 161
42 39 67
43 163 143
44 182 44
45 46 67
46 52 126
47 67 127
48 27 75
49 82 27
50 62 193
51 60 52
52 69 102
53 123 41
54 118 75
55 130 16
56 13 7
57 11 178
58 27 12
59 192 31
60 16 192
61 15 4
62 174 142
63 119 21
64 86 93
65 102 101
66 107 81
67 66 51
68 121 29
69 96 199
70 59 166
71 158 85
72 0 71
73 177 79
74 199 54
75 4 19
76 157 147
77 194 126
78 24 47
79 70 200
80 50 88
81 55 107
82 182 120
83 127 96
84 177 1
85 176 79
86 48 106
87 43 15
88 48 8
89 199 181
90 15 86
91 94 135
92 6 173
93 80 64
94 38 140
95 133 145
96 144 89
97 182 196
98 190 48
99 126 57
