N 100 
0 122 43
1 26 162
2 51 112
3 148 150
4 21 109
5 149 135
6 128 181
7 145 114
8 117 28
9 59 40
10 151 56
11 95 110
12 195 100
13 100 192
14 24 104
15 105 135
16 68 198
17 121 152
18 118 176
19 181 76
20 31 45
21 133 63
22 66 159
23 70 88
24 121 34
25 153 14
26 132 41
27 160 30
28 122 169
29 174 182
30 55 82
31 3 136
32 75 23
33 66 75
34 23 76
35 167 97
36 89 103
37 103 97
38 160 162
39 131 68
40 60 23
41 47 36
42 41 163
43 130 22
44 57 121
45 163 137
46 99 38
47 103 11
48 127 110
49 134 34
50 137 124
51 20 58
52 24 17
53 61 63
54 8 184
55 88 103
56 37 73
57 125 165
58 118 42
59 41 11
60 95 36
61 43 192
62 39 196
63 125 55
64 82 13
65 44 34
66 44 125
67 25 12
68 176 28
69 37 170
70 126 171
71 161 152
72 11 155
73 41 66
74 10 10
75 18 2
76 61 20
77 76 190
78 143 158
79 56 60
80 60 181
81 51 21
82 146 39
83 55 164
84 180 83
85 47 25
86 11 91
87 105 169
88 163 57
89 62 16
90 184 68
91 128 186
92 132 183
93 36 123
94 109 128
95 29 75
96 65 42
97 17 166
98 32 190
99 48 164
