N 100 
0 101 28
1 29 152
2 45 17
3 5 170
4 9 186
5 56 167
6 145 19
7 135 106
8 44 180
9 188 139
10 70 20
11 58 116
12 129 59
13 194 195
14 30 165
15 117 8
16 36 126
17 69 183
18 143 139
19 4 124
20 91 10
21 87 87
22 168 191
23 93 50
24 22 166
25 99 50
26 195 11
27 51 190
28 68 168
29 125 22
30 55 184
31 131 199
32 137 163
33 46 102
34 172 132
35 62 133
36 84 15
37 150 115
38 63 161
39 31 125
40 155 40
41 154 196
42 59 184
43 84 37
44 106 73
45 46 10
46 69 57
47 81 81
48 164 76
49 88 195
50 68 137
51 85 176
52 115 78
53 160 181
54 48 70
55 81 76
56 124 101
57 138 26
58 122 163
59 185 66
60 170 3
61 149 169
62 19 136
63 152 58
64 171 150
65 97 167
66 33 67
67 72 40
68 90 13
69 103 77
70 94 41
71 160 177
72 8 164
73 100 107
74 192 82
75 5 173
76 148 179
77 121 193
78 55 94
79 3 163
80 174 150
81 30 139
82 40 111
83 14 71
84 144 137
85 184 146
86 53 22
87 148 116
88 24 195
89 12 73
90 175 183
91 32 112
92 91 136
93 32 162
94 106 69
95 86 23
96 57 48
97 30 187
98 166 1
99 51 118
