N 100 
0 139 29
1 131 53
2 194 162
3 180 79
4 110 140
5 127 87
6 15 191
7 182 17
8 189 69
9 71 34
10 28 25
11 55 23
12 146 87
13 33 111
14 28 8
15 104 107
16 199 165
17 122 68
18 166 21
19 182 18
20 178 32
21 33 176
22 158 2
23 63 126
24 61 191
25 200 56
26 28 166
27 83 195
28 160 37
29 178 37
30 95 16
31 28 180
32 50 53
33 81 145
34 181 191
35 159 48
36 68 69
37 29 20
38 134 105
39 21 3
40 6 130
41 84 155
42 104 62
43 172 20
44 69 191
45 169 85
46 117 95
47 77 78
48 48 166
49 58 188
50 157 35
51 2 140
52 136 77
53 200 166
54 190 19
55 20 128
56 69 114
57 73 54
58 157 81
59 7 182
60 77 93
61 179 113
62 20 192
63 44 186
64 50 139
65 34 191
66 42 156
67 140 108
68 153 166
69 64 71
70 105 102
71 129 124
72 178 5
73 91 163
74 62 13
75 16 40
76 124 66
77 99 86
78 3 169
79 145 53
80 91 14
81 100 150
82 31 184
83 3 57
84 196 145
85 159 84
86 50 58
87 86 74
88 179 44
89 152 200
90 58 9
91 96 56
92 49 45
93 121 194
94 25 13
95 195 159
96 36 113
97 136 9
98 40 188
99 164 17
