N 100 
0 126 105
1 2 118
2 44 197
3 32 59
4 87 94
5 153 137
6 58 12
7 5 72
8 112 143
9 162 119
10 46 182
11 152 50
12 23 160
13 159 132
14 91 61
15 5 151
16 79 74
17 187 6
18 117 180
19 80 200
20 131 5
21 135 143
22 98 83
23 185 104
24 173 122
25 102 63
26 153 91
27 137 191
28 160 95
29 94 132
30 165 193
31 24 129
32 159 115
33 100 0
34 170 127
35 28 11
36 15 180
37 138 191
38 181 65
39 184 34
40 41 151
41 112 46
42 65 181
43 4 156
44 74 160
45 92 174
46 143 170
47 167 163
48 25 37
49 143 46
50 53 66
51 31 146
52 112 103
53 28 12
54 165 79
55 41 177
56 124 71
57 93 56
58 83 168
59 7 155
60 22 137
61 61 10
62 167 66
63 14 148
64 59 14
65 192 30
66 139 14
67 17 76
68 94 55
69 181 102
70 19 116
71 3 48
72 146 135
73 49 59
74 200 110
75 148 178
76 11 155
77 190 146
78 37 31
79 70 55
80 32 88
81 173 45
82 51 47
83 185 135
84 73 165
85 109 29
86 124 134
87 198 55
88 3 86
89 125 141
90 199 28
91 44 166
92 131 128
93 72 79
94 187 31
95 163 3
96 102 0
97 26 89
98 40 65
99 58 196
