N 100 
0 199 192
1 154 102
2 111 168
3 76 44
4 156 16
5 176 50
6 54 49
7 70 54
8 17 2
9 93 60
10 27 1
11 126 40
12 46 55
13 43 57
14 46 83
15 60 43
16 165 81
17 186 118
18 0 33
19 86 102
20 148 48
21 170 35
22 191 42
23 171 199
24 86 22
25 140 26
26 61 125
27 174 119
28 182 138
29 90 116
30 8 23
31 161 89
32 57 70
33 53 120
34 52 150
35 31 81
36 43 150
37 54 25
38 116 94
39 87 192
40 194 141
41 23 37
42 57 74
43 150 83
44 20 134
45 36 74
46 40 2
47 5 198
48 154 64
49 60 4
50 183 137
51 187 53
52 31 14
53 40 48
54 174 155
55 41 13
56 22 139
57 81 180
58 17 138
59 90 86
60 162 194
61 42 116
62 87 63
63 95 18
64 168 59
65 105 120
66 63 60
67 11 20
68 47 168
69 98 137
70 169 70
71 37 190
72 192 83
73 160 175
74 180 129
75 57 83
76 115 94
77 120 34
78 9 52
79 15 120
80 156 191
81 189 127
82 127 73
83 174 102
84 77 95
85 31 57
86 119 151
87 112 120
88 51 113
89 190 176
90 80 32
91 153 145
92 26 27
93 157 161
94 193 78
95 76 128
96 189 102
97 56 105
98 54 8
99 74 85
