N 100 
0 46 15
1 153 199
2 171 16
3 134 122
4 57 50
5 155 188
6 135 35
7 52 92
8 73 184
9 135 92
10 70 182
11 47 118
12 146 48
13 176 33
14 58 38
15 124 193
16 27 73
17 137 125
18 74 110
19 183 163
20 17 70
21 162 110
22 193 65
23 43 111
24 23 177
25 99 25
26 49 189
27 140 13
28 109 69
29 49 169
30 136 158
31 87 132
32 19 28
33 85 189
34 24 63
35 72 27
36 164 75
37 180 162
38 39 66
39 64 60
40 166 63
41 124 200
42 153 136
43 187 49
44 63 49
45 167 22
46 34 103
47 45 143
48 0 48
49 135 32
50 152 101
51 31 37
52 90 64
53 179 167
54 2 167
55 56 15
56 174 106
57 156 108
58 121 83
59 139 176
60 188 84
61 47 123
62 104 179
63 148 33
64 161 164
65 46 185
66 105 81
67 44 173
68 137 39
69 126 90
70 3 22
71 106 74
72 83 127
73 78 39
74 24 46
75 7 146
76 71 85
77 73 20
78 120 11
79 119 36
80 81 45
81 178 125
82 58 74
83 167 176
84 33 181
85 169 51
86 134 138
87 1 17
88 51 92
89 90 176
90 190 94
91 109 21
92 163 124
93 129 192
94 171 38
95 101 47
96 30 145
97 174 64
98 59 133
99 100 97
