N 100 
0 46 155
1 155 172
2 189 126
3 4 92
4 107 61
5 149 184
6 76 195
7 162 43
8 126 92
9 80 74
10 62 45
11 41 120
12 42 183
13 79 97
14 28 88
15 182 48
16 98 112
17 190 161
18 193 121
19 46 36
20 38 54
21 3 17
22 59 102
23 175 38
24 108 79
25 102 37
26 163 77
27 171 92
28 74 148
29 129 178
30 21 90
31 148 199
32 8 17
33 98 55
34 84 8
35 54 101
36 95 161
37 24 89
38 18 106
39 52 102
40 55 120
41 172 73
42 135 187
43 151 157
44 45 148
45 122 30
46 23 57
47 49 113
48 189 200
49 123 176
50 71 161
51 113 1
52 114 193
53 96 20
54 104 176
55 86 31
56 103 51
57 136 190
58 42 92
59 141 140
60 161 12
61 23 165
62 139 81
63 138 146
64 67 189
65 171 46
66 115 174
67 10 131
68 84 35
69 57 186
70 61 98
71 155 165
72 27 168
73 178 83
74 48 50
75 114 109
76 151 131
77 48 173
78 47 132
79 135 141
80 103 163
81 111 45
82 11 13
83 118 168
84 17 196
85 198 99
86 180 113
87 10 72
88 61 176
89 1 144
90 76 79
91 30 104
92 109 131
93 56 21
94 24 10
95 1 94
96 49 155
97 61 158
98 111 145
99 60 147
