N 100 
0 171 1
1 54 93
2 10 145
3 54 143
4 141 191
5 96 116
6 152 19
7 102 53
8 126 11
9 149 197
10 104 22
11 59 14
12 29 58
13 56 174
14 10 137
15 19 40
16 61 196
17 87 58
18 111 82
19 26 8
20 49 75
21 155 19
22 81 103
23 150 186
24 26 174
25 58 83
26 129 130
27 175 118
28 45 32
29 96 134
30 2 179
31 0 150
32 40 112
33 195 32
34 38 14
35 85 186
36 138 169
37 131 160
38 192 194
39 161 33
40 15 128
41 8 49
42 146 136
43 125 12
44 148 11
45 114 10
46 18 106
47 47 139
48 58 178
49 131 182
50 200 67
51 175 141
52 8 103
53 31 79
54 138 160
55 108 162
56 176 67
57 122 49
58 153 8
59 138 199
60 7 136
61 89 195
62 84 155
63 181 137
64 61 131
65 144 45
66 161 177
67 169 59
68 156 158
69 143 45
70 129 165
71 135 30
72 154 97
73 41 199
74 2 102
75 123 71
76 58 89
77 162 108
78 59 43
79 103 35
80 198 10
81 43 134
82 28 118
83 55 76
84 165 132
85 37 196
86 12 126
87 138 138
88 151 68
89 155 100
90 104 89
91 79 30
92 138 88
93 67 197
94 171 30
95 53 95
96 184 176
97 141 53
98 29 195
99 80 61
