N 100 
0 127 41
1 25 49
2 118 125
3 16 186
4 54 179
5 98 39
6 109 4
7 29 63
8 97 43
9 8 111
10 85 0
11 184 115
12 101 168
13 84 196
14 43 44
15 36 157
16 51 199
17 1 102
18 198 93
19 187 30
20 168 58
21 27 78
22 94 50
23 48 123
24 103 122
25 177 118
26 113 52
27 2 123
28 4 110
29 23 172
30 75 78
31 123 47
32 116 44
33 88 118
34 170 60
35 96 96
36 126 154
37 1 56
38 64 49
39 11 157
40 136 135
41 76 99
42 117 12
43 9 148
44 61 78
45 178 48
46 199 49
47 58 104
48 51 16
49 170 175
50 0 89
51 199 24
52 14 74
53 167 200
54 166 1
55 188 164
56 135 50
57 163 126
58 144 99
59 125 123
60 104 97
61 173 48
62 35 4
63 126 123
64 79 72
65 138 19
66 170 42
67 58 187
68 89 96
69 73 145
70 197 180
71 107 192
72 166 199
73 124 46
74 127 163
75 96 25
76 125 33
77 66 176
78 120 132
79 30 155
80 95 106
81 148 55
82 83 27
83 61 121
84 82 32
85 149 46
86 92 185
87 40 1
88 189 116
89 84 68
90 136 104
91 176 14
92 69 200
93 96 149
94 13 118
95 196 45
96 71 3
97 62 58
98 144 29
99 176 8
