N 100 
0 71 178
1 186 180
2 6 113
3 54 83
4 77 141
5 134 60
6 195 47
7 89 66
8 66 173
9 68 72
10 42 45
11 195 40
12 46 184
13 88 119
14 1 96
15 7 34
16 177 167
17 173 111
18 112 200
19 118 168
20 62 144
21 159 63
22 111 105
23 49 114
24 10 107
25 27 65
26 132 55
27 172 46
28 60 38
29 192 37
30 148 200
31 57 129
32 143 191
33 136 81
34 101 125
35 115 83
36 7 99
37 125 136
38 4 188
39 97 179
40 114 96
41 129 8
42 160 84
43 163 185
44 69 116
45 24 181
46 153 44
47 164 101
48 195 35
49 74 117
50 141 0
51 143 111
52 109 144
53 86 31
54 142 49
55 2 156
56 20 16
57 72 111
58 14 131
59 12 168
60 87 24
61 100 50
62 97 40
63 106 123
64 168 19
65 101 148
66 158 169
67 70 138
68 12 24
69 21 41
70 80 9
71 151 7
72 31 135
73 18 24
74 29 23
75 45 116
76 32 52
77 82 115
78 172 172
79 182 2
80 185 65
81 188 46
82 40 194
83 199 74
84 21 100
85 125 169
86 164 60
87 165 37
88 79 184
89 159 180
90 126 63
91 110 44
92 153 135
93 82 80
94 58 200
95 119 121
96 43 196
97 106 35
98 110 144
99 144 198
