N 100 
0 184 159
1 47 159
2 29 48
3 194 49
4 179 65
5 160 78
6 41 129
7 116 25
8 8 191
9 12 176
10 80 65
11 85 4
12 7 49
13 17 41
14 94 34
15 68 90
16 44 21
17 113 34
18 113 4
19 52 156
20 52 142
21 144 70
22 126 113
23 126 58
24 28 91
25 158 136
26 149 4
27 9 153
28 32 69
29 36 173
30 116 96
31 153 192
32 199 89
33 26 107
34 134 188
35 71 173
36 56 177
37 155 20
38 11 199
39 15 131
40 108 123
41 8 42
42 154 169
43 112 66
44 44 28
45 94 19
46 114 199
47 168 53
48 140 155
49 187 29
50 194 189
51 17 18
52 187 38
53 11 152
54 182 95
55 135 176
56 197 132
57 184 143
58 185 37
59 23 43
60 94 153
61 182 60
62 49 102
63 165 25
64 169 136
65 46 77
66 29 70
67 23 175
68 33 24
69 40 179
70 123 48
71 164 8
72 8 30
73 10 134
74 29 153
75 3 179
76 46 156
77 14 184
78 11 169
79 168 95
80 18 142
81 13 118
82 132 57
83 0 36
84 16 14
85 131 67
86 104 183
87 130 44
88 68 112
89 84 150
90 73 55
91 35 91
92 147 88
93 103 133
94 15 182
95 160 114
96 195 200
97 11 96
98 79 198
99 66 84
