N 100 
0 170 114
1 20 80
2 151 176
3 124 112
4 119 75
5 130 181
6 4 10
7 65 29
8 154 49
9 26 111
10 196 67
11 159 109
12 64 197
13 4 4
14 111 84
15 169 161
16 38 14
17 54 2
18 170 141
19 110 24
20 59 29
21 111 36
22 125 4
23 23 141
24 13 144
25 9 90
26 200 41
27 42 100
28 129 44
29 51 59
30 184 50
31 140 37
32 108 88
33 172 164
34 19 178
35 3 149
36 90 133
37 95 90
38 163 40
39 90 64
40 158 33
41 43 65
42 170 136
43 83 125
44 194 18
45 105 174
46 175 136
47 154 98
48 59 200
49 130 97
50 109 40
51 86 180
52 184 1
53 40 166
54 186 75
55 78 7
56 37 161
57 160 73
58 158 103
59 125 23
60 83 138
61 56 121
62 136 127
63 128 87
64 6 33
65 91 196
66 58 125
67 187 18
68 136 3
69 86 156
70 184 30
71 98 130
72 23 98
73 178 134
74 84 42
75 62 115
76 54 168
77 25 130
78 143 140
79 120 4
80 16 133
81 164 1
82 6 50
83 144 156
84 69 89
85 115 102
86 129 112
87 166 37
88 39 200
89 82 149
90 39 140
91 86 46
92 62 195
93 55 2
94 5 37
95 106 180
96 20 33
97 75 157
98 27 65
99 170 171
