N 100 
0 160 99
1 16 180
2 112 45
3 81 128
4 155 7
5 175 69
6 108 108
7 78 163
8 189 92
9 42 104
10 131 54
11 31 116
12 91 191
13 90 59
14 151 183
15 173 188
16 47 92
17 152 119
18 22 122
19 74 62
20 78 59
21 51 48
22 77 7
23 27 178
24 81 154
25 123 48
26 160 62
27 123 73
28 82 80
29 21 51
30 133 67
31 126 148
32 57 75
33 133 198
34 33 45
35 182 76
36 11 7
37 41 185
38 183 141
39 65 14
40 82 126
41 198 157
42 184 181
43 104 9
44 32 112
45 83 143
46 73 143
47 9 155
48 154 145
49 99 87
50 193 79
51 115 148
52 150 3
53 54 137
54 17 187
55 116 136
56 152 83
57 3 106
58 25 124
59 197 137
60 107 110
61 61 11
62 64 148
63 135 19
64 82 57
65 174 113
66 65 47
67 7 148
68 182 5
69 90 92
70 183 163
71 131 72
72 153 104
73 165 72
74 73 85
75 174 148
76 20 143
77 84 17
78 126 18
79 133 129
80 2 151
81 104 21
82 76 83
83 129 113
84 122 116
85 96 197
86 174 73
87 173 34
88 33 23
89 172 90
90 157 167
91 13 125
92 132 73
93 42 46
94 190 155
95 43 192
96 137 175
97 166 130
98 191 189
99 50 10
