N 100 
0 121 26
1 114 43
2 112 43
3 79 139
4 26 198
5 64 199
6 44 47
7 126 56
8 1 196
9 98 145
10 197 196
11 66 29
12 194 150
13 53 55
14 24 189
15 177 13
16 109 86
17 139 11
18 170 62
19 37 124
20 30 35
21 37 177
22 63 66
23 180 166
24 179 130
25 48 148
26 111 200
27 73 111
28 128 65
29 22 92
30 30 107
31 63 189
32 47 97
33 1 3
34 19 107
35 148 45
36 127 9
37 133 38
38 113 25
39 97 144
40 166 133
41 24 81
42 165 183
43 126 169
44 51 104
45 177 152
46 116 180
47 39 45
48 155 144
49 183 86
50 27 22
51 4 136
52 9 59
53 105 119
54 109 80
55 6 44
56 44 172
57 149 58
58 36 28
59 14 112
60 46 126
61 74 173
62 103 34
63 57 74
64 65 169
65 149 134
66 162 189
67 152 81
68 64 117
69 62 191
70 18 40
71 180 114
72 176 166
73 56 15
74 200 92
75 159 83
76 53 97
77 44 149
78 195 113
79 54 180
80 69 99
81 126 106
82 88 159
83 0 141
84 35 35
85 62 79
86 55 48
87 125 96
88 141 66
89 99 75
90 29 145
91 54 122
92 85 15
93 112 10
94 125 154
95 60 188
96 113 13
97 52 138
98 150 2
99 141 120
