N 100 
0 88 40
1 175 85
2 48 49
3 1 170
4 187 168
5 200 152
6 39 185
7 67 10
8 46 176
9 163 196
10 14 68
11 35 165
12 95 46
13 57 161
14 52 126
15 54 41
16 169 154
17 65 87
18 185 186
19 97 90
20 39 76
21 93 199
22 70 159
23 5 116
24 8 47
25 135 141
26 20 76
27 30 56
28 89 100
29 37 61
30 57 148
31 179 160
32 128 57
33 126 116
34 97 189
35 143 111
36 187 30
37 74 41
38 121 154
39 31 152
40 60 5
41 147 135
42 33 119
43 182 31
44 72 16
45 164 80
46 146 73
47 3 124
48 89 71
49 145 86
50 102 84
51 68 134
52 125 173
53 179 81
54 160 105
55 136 186
56 102 16
57 53 146
58 174 41
59 29 130
60 13 38
61 52 89
62 39 167
63 40 21
64 157 169
65 196 88
66 159 184
67 85 184
68 76 178
69 54 183
70 64 25
71 148 29
72 56 133
73 0 40
74 146 193
75 13 174
76 6 166
77 22 165
78 191 29
79 1 96
80 192 149
81 189 133
82 76 185
83 0 24
84 94 48
85 80 55
86 24 30
87 27 179
88 29 72
89 89 7
90 75 75
91 109 82
92 197 69
93 187 100
94 145 25
95 199 178
96 128 25
97 55 165
98 160 158
99 118 123
