N 100 
0 66 11
1 20 149
2 76 107
3 56 197
4 73 157
5 145 25
6 32 84
7 31 56
8 117 145
9 24 57
10 126 15
11 83 158
12 113 79
13 56 194
14 123 65
15 155 16
16 17 172
17 142 30
18 89 68
19 93 59
20 150 122
21 192 157
22 39 148
23 199 180
24 34 135
25 183 182
26 40 111
27 195 3
28 185 91
29 169 81
30 195 40
31 137 196
32 157 53
33 195 129
34 139 73
35 43 113
36 108 139
37 52 163
38 81 71
39 175 156
40 28 52
41 30 170
42 189 139
43 4 41
44 59 153
45 160 166
46 126 91
47 19 19
48 62 200
49 148 163
50 151 149
51 192 143
52 105 58
53 194 72
54 57 78
55 24 157
56 27 175
57 163 55
58 163 186
59 136 173
60 152 144
61 174 110
62 38 195
63 147 9
64 135 187
65 159 80
66 95 78
67 102 125
68 34 131
69 139 121
70 172 37
71 156 120
72 155 113
73 29 102
74 48 45
75 192 89
76 125 86
77 145 159
78 195 16
79 49 99
80 172 116
81 70 58
82 163 39
83 47 76
84 19 71
85 75 37
86 56 143
87 11 68
88 179 72
89 160 139
90 165 88
91 150 38
92 128 72
93 160 51
94 185 43
95 195 27
96 191 103
97 197 161
98 84 65
99 109 3
