N 100 
0 111 180
1 146 25
2 152 169
3 77 155
4 50 127
5 69 113
6 73 122
7 68 95
8 90 165
9 148 33
10 56 55
11 150 85
12 118 89
13 180 164
14 22 78
15 13 21
16 152 180
17 3 138
18 56 85
19 166 20
20 55 200
21 99 35
22 157 89
23 197 172
24 138 194
25 93 194
26 106 12
27 126 148
28 151 101
29 66 30
30 6 179
31 132 34
32 28 96
33 72 92
34 110 71
35 149 105
36 2 80
37 18 77
38 108 59
39 148 128
40 53 152
41 125 109
42 53 163
43 34 177
44 158 119
45 47 41
46 78 27
47 21 197
48 101 168
49 94 79
50 19 187
51 165 74
52 19 52
53 49 101
54 59 120
55 25 22
56 43 78
57 152 24
58 109 142
59 26 177
60 183 12
61 77 58
62 15 76
63 104 189
64 57 8
65 14 182
66 170 123
67 76 78
68 97 66
69 197 183
70 92 193
71 45 34
72 111 151
73 152 57
74 83 72
75 59 26
76 17 150
77 115 128
78 118 100
79 192 145
80 84 82
81 87 141
82 52 81
83 20 93
84 33 151
85 94 199
86 128 60
87 45 128
88 135 173
89 89 52
90 158 140
91 46 65
92 159 12
93 161 186
94 114 2
95 32 191
96 59 19
97 183 180
98 32 81
99 163 104
