N 100 
0 94 196
1 101 115
2 126 141
3 159 23
4 121 9
5 63 85
6 45 60
7 82 122
8 60 163
9 151 87
10 194 150
11 159 118
12 100 39
13 199 89
14 68 108
15 131 10
16 31 86
17 137 92
18 9 34
19 155 58
20 61 169
21 70 184
22 163 124
23 71 149
24 198 173
25 129 32
26 80 48
27 182 96
28 149 153
29 13 125
30 138 25
31 41 159
32 116 188
33 150 186
34 179 163
35 196 67
36 142 187
37 134 124
38 34 85
39 132 155
40 99 192
41 71 58
42 65 152
43 56 183
44 177 80
45 15 166
46 152 188
47 19 191
48 131 183
49 34 185
50 56 32
51 25 68
52 105 88
53 151 16
54 138 32
55 16 126
56 157 49
57 83 102
58 118 200
59 127 83
60 145 199
61 98 25
62 142 46
63 30 81
64 52 111
65 132 166
66 73 59
67 5 151
68 9 43
69 35 31
70 87 126
71 186 22
72 86 104
73 198 50
74 70 103
75 1 36
76 69 135
77 40 81
78 11 170
79 150 41
80 105 96
81 56 34
82 103 74
83 14 44
84 85 129
85 194 161
86 187 124
87 152 147
88 65 134
89 93 78
90 148 169
91 106 92
92 1 60
93 106 44
94 195 153
95 140 170
96 164 90
97 58 32
98 89 91
99 178 177
