N 100 
0 180 111
1 21 199
2 138 173
3 31 168
4 25 102
5 57 46
6 188 29
7 177 42
8 74 111
9 156 151
10 99 9
11 73 98
12 191 145
13 174 111
14 105 51
15 33 109
16 162 70
17 74 16
18 89 122
19 84 63
20 162 171
21 83 34
22 158 85
23 148 4
24 51 60
25 156 149
26 66 144
27 10 30
28 172 42
29 76 8
30 43 15
31 171 131
32 95 150
33 10 28
34 193 10
35 169 87
36 116 143
37 52 138
38 39 49
39 10 85
40 116 96
41 77 178
42 68 4
43 176 142
44 35 156
45 68 64
46 72 163
47 79 121
48 190 128
49 116 0
50 89 76
51 75 165
52 63 198
53 142 86
54 159 124
55 78 183
56 151 143
57 27 0
58 21 195
59 196 41
60 66 38
61 149 26
62 174 39
63 167 15
64 194 33
65 198 169
66 55 176
67 180 96
68 182 85
69 129 67
70 157 94
71 49 168
72 141 178
73 102 35
74 84 84
75 126 7
76 42 156
77 153 9
78 0 152
79 102 15
80 45 91
81 60 134
82 148 12
83 30 85
84 113 37
85 44 60
86 172 200
87 2 182
88 146 44
89 82 42
90 74 28
91 52 11
92 57 169
93 191 194
94 146 67
95 187 72
96 182 195
97 134 117
98 159 58
99 132 174
