N 100 
0 15 93
1 171 63
2 150 120
3 91 165
4 110 99
5 110 161
6 200 192
7 153 35
8 200 104
9 33 96
10 111 167
11 152 109
12 169 124
13 117 27
14 126 120
15 49 198
16 72 21
17 139 196
18 0 117
19 194 131
20 171 150
21 73 88
22 195 7
23 37 86
24 34 73
25 31 120
26 100 26
27 99 105
28 141 60
29 88 44
30 151 77
31 36 167
32 6 159
33 166 190
34 94 134
35 180 108
36 179 178
37 25 183
38 142 174
39 81 102
40 167 57
41 70 5
42 89 29
43 81 84
44 182 150
45 59 92
46 118 142
47 121 159
48 189 53
49 182 5
50 130 186
51 132 87
52 110 169
53 105 193
54 147 170
55 5 40
56 163 119
57 81 164
58 38 61
59 38 95
60 99 130
61 12 149
62 129 84
63 187 48
64 49 8
65 21 142
66 68 137
67 129 135
68 131 29
69 3 113
70 93 131
71 105 138
72 20 35
73 159 18
74 1 108
75 108 33
76 148 143
77 34 181
78 119 183
79 9 36
80 4 117
81 39 57
82 69 79
83 181 23
84 34 36
85 192 85
86 24 39
87 121 59
88 121 151
89 134 138
90 78 57
91 81 139
92 149 14
93 5 159
94 182 185
95 49 47
96 150 195
97 93 63
98 21 200
99 99 8
