N 100 
0 147 117
1 41 11
2 159 126
3 167 155
4 2 32
5 104 1
6 137 99
7 148 8
8 189 98
9 195 98
10 109 34
11 129 171
12 171 108
13 11 56
14 11 153
15 178 33
16 23 189
17 155 193
18 14 36
19 125 22
20 74 111
21 26 120
22 72 67
23 40 177
24 39 110
25 81 25
26 138 50
27 99 70
28 182 90
29 12 63
30 119 175
31 7 144
32 0 47
33 118 16
34 74 182
35 128 115
36 185 154
37 120 186
38 181 132
39 59 143
40 108 34
41 92 22
42 181 35
43 69 3
44 79 79
45 65 82
46 113 172
47 64 163
48 60 107
49 34 162
50 125 15
51 91 55
52 149 71
53 100 142
54 103 51
55 168 15
56 60 97
57 65 128
58 178 48
59 18 26
60 48 72
61 151 106
62 195 43
63 11 45
64 47 14
65 73 19
66 100 171
67 50 34
68 91 134
69 84 199
70 39 128
71 135 137
72 180 191
73 55 127
74 191 34
75 117 174
76 42 53
77 126 184
78 179 116
79 130 101
80 65 110
81 124 138
82 89 77
83 174 137
84 1 21
85 57 112
86 126 83
87 147 181
88 32 150
89 52 88
90 162 41
91 52 1
92 170 90
93 9 174
94 24 117
95 37 71
96 25 0
97 189 8
98 64 22
99 184 138
