N 100 
0 24 163
1 169 135
2 106 129
3 122 36
4 52 25
5 12 25
6 54 140
7 184 14
8 177 176
9 185 119
10 60 179
11 181 10
12 65 114
13 129 129
14 85 189
15 100 172
16 149 38
17 159 156
18 200 10
19 153 4
20 184 118
21 90 46
22 130 173
23 179 55
24 43 125
25 195 149
26 59 193
27 138 119
28 24 82
29 125 155
30 62 3
31 179 149
32 29 13
33 161 114
34 37 192
35 88 195
36 175 38
37 21 94
38 126 191
39 88 66
40 50 90
41 147 164
42 99 60
43 46 150
44 6 36
45 122 54
46 46 43
47 8 130
48 85 102
49 61 190
50 173 178
51 125 60
52 5 198
53 84 162
54 25 137
55 96 167
56 9 13
57 125 80
58 106 85
59 179 192
60 178 166
61 116 51
62 100 132
63 8 192
64 10 165
65 117 125
66 85 48
67 148 139
68 80 50
69 99 121
70 98 141
71 5 73
72 148 67
73 109 126
74 91 75
75 119 187
76 158 63
77 76 167
78 139 3
79 34 17
80 167 46
81 151 123
82 112 2
83 192 49
84 8 164
85 109 55
86 173 9
87 25 115
88 155 92
89 129 47
90 56 47
91 11 24
92 126 136
93 55 198
94 70 88
95 192 35
96 102 102
97 121 39
98 165 118
99 57 82
