N 100 
0 200 84
1 117 172
2 120 30
3 115 187
4 36 8
5 132 19
6 112 176
7 143 136
8 66 166
9 103 77
10 172 102
11 21 171
12 82 48
13 27 126
14 169 157
15 83 182
16 118 94
17 85 72
18 16 45
19 134 138
20 190 53
21 169 4
22 115 36
23 186 23
24 12 200
25 169 135
26 83 1
27 11 187
28 170 171
29 19 183
30 68 16
31 112 188
32 199 147
33 178 108
34 119 103
35 126 109
36 28 163
37 87 156
38 35 14
39 146 198
40 32 13
41 22 123
42 140 58
43 66 42
44 139 0
45 4 177
46 183 192
47 32 169
48 49 60
49 81 175
50 151 20
51 38 159
52 43 13
53 125 142
54 8 20
55 33 40
56 0 15
57 183 171
58 192 78
59 33 183
60 175 124
61 140 96
62 166 26
63 147 29
64 111 61
65 191 118
66 82 113
67 150 36
68 20 179
69 162 106
70 19 59
71 137 19
72 87 38
73 140 172
74 5 16
75 142 92
76 17 66
77 9 5
78 32 30
79 115 135
80 164 84
81 15 42
82 162 179
83 109 93
84 92 126
85 63 76
86 106 122
87 85 102
88 146 19
89 55 55
90 19 153
91 47 32
92 4 108
93 179 1
94 132 65
95 174 168
96 51 119
97 72 95
98 70 141
99 178 80
