N 100 
0 132 44
1 111 159
2 106 179
3 106 146
4 89 100
5 76 40
6 18 54
7 14 189
8 127 46
9 124 107
10 138 35
11 186 119
12 31 107
13 199 60
14 95 184
15 115 43
16 70 12
17 139 109
18 23 81
19 113 94
20 33 97
21 78 52
22 198 122
23 139 40
24 33 93
25 13 192
26 3 177
27 61 152
28 163 66
29 191 100
30 37 82
31 163 157
32 38 139
33 45 149
34 155 126
35 191 80
36 128 195
37 4 198
38 193 49
39 160 197
40 30 78
41 62 27
42 180 78
43 73 109
44 80 173
45 145 102
46 148 43
47 145 134
48 124 12
49 122 87
50 24 196
51 150 197
52 103 28
53 200 112
54 62 139
55 118 82
56 147 59
57 31 72
58 52 137
59 184 3
60 185 154
61 55 113
62 71 133
63 128 31
64 101 189
65 65 57
66 74 105
67 24 176
68 94 69
69 172 68
70 98 153
71 160 94
72 143 161
73 180 40
74 98 186
75 188 198
76 104 116
77 167 137
78 34 120
79 181 73
80 186 41
81 54 148
82 178 154
83 177 90
84 163 197
85 120 28
86 164 79
87 183 189
88 189 119
89 111 109
90 194 26
91 181 147
92 124 174
93 190 136
94 16 27
95 92 162
96 182 157
97 139 186
98 163 92
99 38 71
