N 100 
0 11 74
1 88 78
2 146 162
3 16 169
4 185 136
5 189 154
6 158 118
7 28 44
8 119 51
9 23 112
10 151 19
11 187 89
12 105 111
13 191 64
14 12 28
15 44 193
16 103 20
17 130 68
18 36 143
19 27 109
20 73 177
21 93 45
22 7 39
23 58 73
24 8 34
25 1 126
26 51 121
27 183 49
28 65 30
29 42 78
30 61 88
31 70 169
32 139 4
33 194 81
34 182 107
35 75 26
36 29 61
37 178 169
38 67 187
39 11 92
40 11 58
41 7 185
42 50 198
43 30 168
44 117 149
45 41 147
46 92 54
47 45 108
48 155 38
49 42 168
50 43 43
51 67 190
52 106 170
53 137 127
54 33 136
55 115 177
56 64 148
57 132 43
58 75 13
59 189 103
60 68 29
61 48 35
62 129 92
63 79 79
64 131 91
65 58 199
66 52 73
67 177 175
68 128 183
69 109 77
70 146 24
71 129 157
72 127 111
73 159 125
74 2 131
75 54 2
76 65 103
77 8 171
78 83 130
79 99 70
80 133 104
81 61 20
82 160 178
83 45 62
84 89 9
85 93 115
86 141 200
87 76 26
88 188 141
89 102 35
90 139 71
91 48 26
92 93 165
93 168 176
94 130 33
95 158 49
96 153 36
97 143 150
98 35 86
99 11 127
