N 100 
0 148 172
1 14 5
2 173 40
3 52 152
4 196 18
5 87 190
6 18 188
7 169 118
8 7 71
9 17 141
10 157 8
11 82 66
12 78 137
13 70 176
14 109 114
15 141 131
16 132 20
17 182 190
18 10 153
19 56 63
20 68 128
21 39 39
22 62 192
23 38 114
24 139 71
25 180 150
26 190 32
27 178 90
28 175 192
29 42 21
30 73 83
31 186 117
32 17 142
33 118 123
34 21 97
35 199 190
36 176 2
37 60 26
38 166 50
39 23 23
40 83 119
41 16 170
42 148 96
43 104 61
44 79 143
45 112 144
46 152 4
47 82 200
48 35 47
49 194 38
50 17 133
51 34 156
52 92 138
53 118 199
54 195 92
55 122 158
56 149 36
57 124 196
58 1 89
59 172 99
60 62 143
61 110 57
62 198 102
63 116 98
64 173 147
65 196 115
66 46 148
67 161 172
68 183 154
69 28 179
70 146 60
71 200 170
72 79 50
73 15 161
74 155 141
75 189 115
76 141 113
77 82 60
78 80 15
79 164 173
80 20 146
81 138 170
82 106 167
83 83 15
84 95 173
85 8 73
86 143 89
87 40 85
88 40 50
89 1 93
90 84 20
91 12 199
92 159 61
93 17 150
94 188 91
95 133 143
96 18 72
97 107 69
98 123 108
99 92 65
