N 100 
0 82 193
1 143 92
2 47 146
3 5 24
4 40 177
5 45 171
6 174 123
7 49 122
8 2 1
9 133 62
10 141 106
11 11 193
12 11 31
13 85 120
14 153 118
15 185 20
16 130 191
17 135 26
18 164 98
19 67 123
20 115 31
21 184 31
22 181 120
23 196 146
24 17 108
25 146 156
26 121 105
27 43 163
28 169 42
29 176 122
30 13 156
31 159 60
32 184 130
33 102 192
34 31 118
35 5 14
36 174 195
37 99 113
38 54 21
39 177 83
40 174 31
41 79 172
42 105 197
43 165 168
44 12 48
45 163 94
46 33 138
47 149 96
48 92 170
49 122 56
50 81 7
51 95 4
52 31 77
53 53 6
54 5 196
55 96 180
56 33 119
57 172 63
58 159 186
59 35 61
60 194 37
61 72 37
62 50 131
63 82 94
64 149 45
65 141 125
66 101 124
67 193 110
68 126 96
69 36 195
70 162 112
71 136 130
72 78 195
73 109 92
74 95 184
75 170 180
76 80 186
77 50 128
78 142 36
79 154 180
80 161 137
81 28 49
82 200 124
83 104 121
84 78 153
85 174 78
86 37 26
87 90 99
88 127 127
89 169 101
90 151 175
91 125 5
92 172 104
93 4 112
94 54 127
95 157 172
96 20 126
97 157 98
98 39 71
99 67 2
