N 100 
0 120 122
1 95 186
2 66 122
3 198 57
4 199 105
5 157 9
6 60 61
7 124 124
8 164 69
9 83 33
10 166 188
11 2 147
12 41 23
13 12 105
14 11 67
15 147 163
16 199 32
17 160 104
18 139 165
19 132 23
20 95 82
21 190 49
22 77 33
23 145 159
24 137 59
25 125 10
26 169 33
27 68 153
28 190 90
29 147 145
30 15 83
31 156 171
32 95 98
33 120 99
34 75 150
35 194 83
36 61 68
37 194 55
38 86 122
39 6 132
40 160 136
41 149 156
42 45 114
43 198 119
44 113 29
45 125 197
46 161 15
47 77 68
48 147 77
49 51 100
50 137 183
51 89 61
52 92 113
53 10 190
54 183 83
55 150 103
56 183 185
57 58 41
58 191 166
59 113 195
60 161 194
61 131 42
62 49 52
63 159 168
64 79 171
65 90 72
66 119 4
67 118 26
68 52 146
69 114 131
70 10 174
71 143 62
72 49 117
73 179 101
74 33 45
75 15 15
76 187 59
77 86 117
78 23 99
79 64 15
80 186 178
81 153 71
82 121 123
83 189 71
84 90 95
85 59 51
86 48 19
87 127 29
88 93 101
89 158 53
90 178 105
91 89 8
92 58 133
93 16 200
94 191 113
95 106 182
96 144 78
97 56 80
98 144 48
99 183 135
