N 100 
0 86 80
1 184 134
2 80 63
3 126 131
4 62 139
5 101 143
6 183 53
7 133 95
8 106 77
9 59 161
10 99 150
11 161 91
12 59 86
13 76 82
14 146 191
15 100 184
16 31 121
17 104 127
18 79 126
19 113 53
20 182 54
21 28 78
22 32 30
23 192 107
24 134 172
25 199 137
26 164 65
27 25 186
28 78 94
29 76 73
30 173 123
31 115 103
32 175 142
33 200 168
34 9 5
35 112 71
36 69 83
37 170 132
38 52 150
39 182 3
40 160 130
41 170 180
42 159 60
43 62 84
44 43 127
45 171 106
46 70 16
47 100 110
48 108 90
49 179 106
50 46 59
51 43 129
52 57 134
53 139 163
54 147 46
55 198 186
56 94 54
57 51 32
58 150 2
59 60 199
60 142 15
61 19 154
62 185 188
63 143 60
64 47 128
65 61 2
66 199 146
67 135 147
68 184 19
69 170 86
70 58 28
71 93 161
72 125 121
73 96 161
74 42 192
75 159 25
76 84 149
77 102 81
78 178 164
79 151 106
80 101 22
81 162 50
82 96 156
83 1 153
84 183 136
85 193 83
86 20 145
87 3 158
88 143 47
89 84 133
90 140 192
91 0 37
92 14 69
93 21 11
94 15 46
95 89 110
96 91 149
97 55 57
98 126 144
99 9 131
