N 100 
0 175 161
1 48 33
2 59 50
3 74 192
4 76 134
5 50 84
6 82 147
7 193 25
8 34 11
9 184 159
10 38 122
11 112 77
12 4 18
13 101 174
14 65 101
15 23 196
16 94 32
17 155 40
18 55 76
19 99 173
20 161 156
21 171 36
22 126 10
23 90 173
24 173 154
25 61 185
26 171 131
27 48 3
28 8 72
29 52 173
30 155 70
31 157 119
32 68 168
33 120 107
34 192 110
35 128 161
36 16 48
37 86 175
38 114 100
39 74 122
40 15 184
41 122 0
42 19 41
43 155 83
44 101 197
45 194 2
46 49 16
47 127 46
48 76 191
49 143 195
50 173 91
51 0 9
52 199 129
53 78 113
54 107 193
55 79 75
56 15 162
57 12 56
58 48 155
59 139 162
60 184 82
61 15 99
62 74 68
63 57 18
64 42 16
65 5 103
66 117 81
67 196 119
68 188 21
69 42 121
70 146 23
71 60 4
72 10 60
73 149 140
74 60 100
75 85 41
76 170 168
77 8 189
78 82 183
79 174 62
80 17 50
81 180 153
82 147 119
83 191 3
84 177 24
85 175 103
86 54 163
87 189 135
88 24 180
89 94 54
90 191 129
91 85 43
92 104 143
93 175 54
94 174 10
95 9 17
96 189 22
97 111 169
98 133 84
99 2 71
