N 100 
0 53 64
1 29 195
2 1 104
3 30 9
4 25 51
5 80 137
6 59 109
7 88 176
8 95 195
9 126 15
10 100 37
11 170 177
12 174 122
13 135 55
14 150 22
15 10 81
16 101 138
17 141 96
18 185 134
19 72 67
20 78 178
21 152 47
22 133 183
23 41 125
24 127 41
25 22 133
26 133 65
27 35 30
28 116 136
29 88 125
30 158 61
31 22 130
32 73 80
33 31 178
34 98 90
35 182 167
36 98 173
37 50 18
38 0 7
39 95 95
40 30 58
41 20 180
42 64 179
43 43 60
44 159 43
45 41 165
46 22 122
47 113 176
48 147 107
49 123 83
50 56 195
51 149 28
52 101 170
53 121 94
54 84 193
55 31 152
56 169 191
57 115 123
58 46 182
59 82 12
60 176 80
61 154 149
62 127 139
63 77 143
64 41 91
65 79 174
66 127 87
67 138 172
68 179 53
69 21 200
70 47 148
71 59 81
72 124 110
73 113 102
74 123 141
75 126 47
76 110 159
77 23 115
78 12 69
79 180 128
80 172 4
81 83 79
82 88 188
83 1 135
84 29 119
85 154 81
86 152 146
87 68 71
88 27 200
89 128 44
90 17 41
91 7 31
92 0 95
93 42 26
94 51 193
95 169 62
96 162 145
97 64 93
98 39 34
99 72 89
