N 100 
0 103 37
1 67 163
2 149 118
3 85 161
4 196 72
5 121 15
6 162 111
7 1 131
8 183 126
9 167 170
10 86 139
11 169 41
12 117 162
13 76 45
14 23 165
15 111 69
16 48 164
17 13 172
18 176 112
19 57 87
20 47 77
21 106 182
22 39 30
23 155 172
24 172 28
25 10 146
26 120 97
27 150 122
28 142 188
29 0 101
30 190 85
31 191 99
32 145 81
33 80 63
34 13 102
35 81 160
36 105 175
37 188 96
38 172 139
39 24 101
40 27 21
41 199 192
42 198 87
43 47 197
44 14 6
45 38 79
46 170 50
47 125 157
48 117 146
49 36 18
50 50 149
51 133 3
52 61 82
53 10 2
54 174 154
55 107 150
56 24 43
57 1 44
58 178 83
59 31 73
60 190 189
61 39 138
62 74 137
63 26 84
64 12 50
65 112 165
66 120 177
67 109 105
68 194 15
69 160 152
70 164 90
71 33 111
72 16 79
73 72 195
74 90 182
75 41 38
76 37 85
77 182 33
78 144 164
79 128 30
80 136 172
81 103 89
82 128 113
83 89 44
84 99 81
85 62 104
86 144 18
87 44 147
88 76 87
89 17 115
90 159 5
91 131 36
92 17 56
93 143 167
94 45 23
95 17 167
96 163 113
97 134 55
98 84 172
99 53 200
