N 100 
0 88 76
1 160 193
2 44 34
3 148 192
4 27 63
5 22 151
6 14 157
7 199 17
8 102 46
9 79 190
10 91 178
11 4 10
12 34 101
13 183 140
14 88 11
15 164 125
16 6 173
17 33 44
18 13 63
19 61 63
20 15 180
21 128 131
22 116 102
23 56 97
24 53 199
25 125 150
26 36 84
27 127 27
28 119 57
29 42 82
30 108 152
31 86 116
32 174 177
33 182 100
34 74 2
35 7 149
36 25 89
37 110 52
38 24 127
39 46 102
40 157 198
41 190 195
42 117 92
43 38 8
44 163 55
45 46 163
46 16 167
47 152 33
48 198 146
49 189 118
50 165 55
51 40 200
52 119 176
53 193 165
54 85 64
55 140 37
56 38 46
57 107 170
58 26 141
59 172 144
60 68 190
61 46 118
62 19 115
63 39 148
64 169 142
65 116 71
66 151 112
67 73 15
68 68 167
69 98 131
70 105 72
71 91 32
72 144 41
73 127 145
74 190 47
75 110 87
76 106 47
77 105 46
78 119 75
79 43 12
80 136 148
81 195 110
82 40 4
83 19 53
84 195 77
85 103 125
86 91 3
87 145 45
88 70 96
89 153 171
90 53 95
91 148 19
92 85 50
93 100 99
94 186 137
95 23 65
96 73 14
97 172 23
98 12 24
99 82 133
