N 100 
0 144 19
1 171 3
2 26 182
3 1 101
4 178 184
5 81 33
6 42 102
7 21 144
8 63 58
9 63 117
10 104 55
11 114 160
12 120 96
13 39 118
14 131 82
15 156 36
16 161 162
17 52 4
18 177 145
19 82 110
20 20 7
21 111 129
22 189 47
23 23 129
24 142 116
25 147 152
26 87 13
27 88 138
28 98 171
29 6 185
30 124 134
31 115 12
32 64 70
33 140 37
34 160 44
35 71 129
36 58 75
37 131 56
38 34 181
39 85 183
40 38 5
41 104 59
42 65 89
43 85 192
44 22 25
45 17 5
46 4 9
47 70 19
48 75 177
49 23 16
50 176 87
51 35 5
52 82 98
53 161 18
54 72 128
55 80 156
56 96 8
57 43 64
58 109 3
59 21 122
60 166 21
61 199 174
62 56 99
63 132 155
64 119 78
65 54 141
66 174 123
67 73 24
68 62 113
69 151 71
70 48 73
71 59 58
72 17 159
73 194 43
74 191 185
75 57 103
76 128 191
77 184 45
78 153 172
79 66 125
80 151 121
81 12 159
82 187 167
83 15 108
84 138 86
85 105 113
86 102 140
87 95 42
88 64 95
89 114 181
90 103 64
91 86 115
92 47 140
93 150 45
94 80 45
95 154 180
96 185 103
97 115 123
98 131 130
99 127 100
