N 100 
0 16 78
1 173 155
2 138 2
3 0 45
4 112 50
5 23 137
6 95 9
7 195 59
8 167 2
9 3 116
10 178 50
11 115 114
12 129 100
13 127 72
14 73 103
15 172 47
16 101 182
17 145 196
18 183 120
19 153 119
20 181 186
21 188 151
22 117 33
23 183 180
24 43 150
25 8 37
26 93 140
27 50 41
28 151 60
29 129 166
30 17 14
31 177 189
32 63 159
33 138 121
34 176 140
35 34 1
36 59 96
37 178 10
38 176 181
39 149 83
40 59 78
41 32 16
42 141 123
43 40 106
44 128 31
45 69 47
46 127 156
47 103 129
48 185 191
49 186 139
50 140 94
51 130 36
52 29 167
53 103 59
54 65 17
55 12 104
56 92 54
57 136 161
58 51 136
59 67 190
60 80 158
61 177 74
62 71 185
63 87 70
64 187 129
65 147 169
66 72 200
67 187 142
68 151 115
69 41 28
70 110 199
71 187 200
72 89 17
73 80 175
74 74 138
75 179 56
76 12 194
77 112 109
78 199 159
79 29 117
80 200 152
81 192 160
82 58 130
83 190 175
84 139 171
85 82 159
86 123 12
87 129 124
88 143 147
89 158 127
90 136 21
91 92 197
92 119 97
93 190 111
94 73 135
95 14 32
96 29 182
97 42 156
98 110 81
99 79 22
