N 100 
0 102 175
1 17 180
2 184 70
3 105 91
4 164 66
5 4 145
6 167 130
7 30 94
8 131 13
9 62 145
10 157 171
11 25 37
12 118 71
13 5 127
14 106 153
15 103 60
16 119 49
17 35 155
18 191 169
19 181 79
20 187 54
21 161 127
22 30 81
23 88 109
24 63 83
25 37 122
26 197 196
27 180 128
28 24 192
29 59 177
30 84 80
31 55 184
32 58 156
33 17 189
34 100 193
35 157 191
36 20 26
37 144 0
38 140 58
39 130 38
40 24 0
41 172 124
42 146 114
43 166 124
44 19 81
45 140 42
46 157 18
47 34 110
48 136 99
49 29 16
50 1 82
51 129 112
52 153 68
53 175 161
54 55 45
55 140 189
56 138 81
57 185 61
58 136 43
59 86 175
60 194 171
61 77 5
62 168 47
63 55 71
64 46 38
65 196 29
66 50 194
67 152 12
68 60 35
69 114 159
70 170 42
71 173 50
72 150 148
73 191 182
74 93 182
75 78 58
76 75 168
77 140 159
78 84 43
79 16 8
80 127 10
81 95 199
82 184 34
83 25 126
84 59 86
85 3 168
86 2 179
87 48 90
88 71 22
89 103 137
90 186 62
91 1 88
92 64 137
93 150 131
94 73 120
95 34 8
96 68 48
97 97 184
98 98 16
99 108 25
