N 100 
0 155 20
1 94 197
2 33 194
3 54 107
4 41 52
5 155 103
6 78 47
7 148 171
8 91 36
9 62 59
10 6 198
11 129 127
12 18 20
13 140 41
14 27 77
15 19 97
16 26 106
17 192 16
18 166 19
19 172 167
20 32 108
21 30 68
22 41 183
23 123 120
24 168 97
25 107 88
26 54 36
27 154 101
28 182 185
29 88 101
30 158 1
31 28 115
32 78 187
33 75 90
34 6 148
35 50 147
36 152 94
37 112 104
38 188 98
39 174 53
40 121 20
41 55 184
42 58 174
43 185 106
44 118 191
45 111 107
46 23 69
47 50 98
48 72 171
49 66 125
50 22 171
51 79 25
52 18 45
53 91 60
54 30 61
55 127 26
56 151 131
57 95 82
58 148 148
59 191 129
60 99 36
61 47 14
62 62 120
63 73 112
64 179 200
65 31 115
66 58 124
67 111 46
68 118 122
69 107 30
70 98 40
71 147 9
72 36 183
73 122 71
74 135 120
75 197 12
76 5 34
77 100 70
78 47 132
79 55 154
80 35 198
81 127 170
82 60 188
83 56 189
84 186 14
85 15 166
86 102 171
87 94 91
88 114 6
89 68 88
90 110 115
91 70 75
92 159 185
93 99 90
94 165 118
95 159 114
96 89 49
97 117 42
98 197 6
99 67 137
