N 100 
0 104 68
1 162 77
2 53 8
3 153 137
4 122 100
5 84 160
6 157 133
7 57 72
8 14 117
9 142 33
10 88 163
11 159 100
12 117 183
13 150 198
14 70 134
15 181 58
16 22 123
17 189 178
18 79 83
19 156 148
20 146 153
21 20 7
22 143 44
23 172 179
24 191 97
25 191 82
26 159 76
27 17 56
28 23 172
29 71 151
30 13 151
31 3 194
32 93 13
33 155 196
34 34 151
35 33 108
36 141 22
37 146 126
38 15 116
39 58 119
40 12 171
41 140 102
42 80 151
43 180 51
44 142 95
45 12 148
46 80 119
47 132 100
48 185 164
49 74 25
50 53 175
51 148 170
52 32 96
53 123 162
54 43 3
55 7 166
56 4 200
57 34 42
58 100 44
59 16 77
60 142 200
61 12 163
62 27 100
63 146 29
64 0 98
65 16 200
66 96 181
67 179 176
68 66 73
69 46 195
70 179 101
71 133 152
72 155 157
73 182 134
74 190 159
75 13 167
76 192 115
77 75 84
78 93 100
79 68 26
80 62 45
81 38 108
82 12 6
83 177 193
84 181 189
85 122 199
86 146 28
87 28 184
88 164 57
89 43 134
90 177 110
91 128 37
92 83 178
93 13 29
94 114 48
95 22 81
96 182 83
97 51 157
98 171 135
99 129 50
