N 100 
0 168 183
1 35 14
2 149 122
3 64 97
4 85 98
5 123 128
6 63 62
7 165 133
8 11 34
9 28 1
10 13 120
11 173 120
12 19 135
13 103 23
14 184 28
15 124 43
16 199 88
17 74 167
18 76 6
19 200 22
20 66 88
21 10 91
22 122 132
23 158 24
24 192 135
25 196 12
26 56 117
27 175 22
28 83 26
29 168 27
30 100 198
31 188 197
32 91 107
33 125 70
34 47 65
35 172 3
36 107 64
37 79 164
38 88 188
39 129 141
40 165 35
41 136 48
42 171 3
43 179 196
44 93 193
45 95 60
46 97 165
47 172 126
48 130 53
49 154 4
50 33 157
51 4 17
52 78 59
53 170 187
54 121 177
55 27 152
56 39 176
57 53 179
58 57 156
59 146 123
60 7 136
61 78 2
62 39 199
63 35 33
64 175 32
65 150 67
66 30 92
67 177 114
68 95 56
69 61 71
70 142 21
71 158 7
72 117 147
73 23 38
74 67 175
75 178 185
76 165 87
77 102 63
78 39 69
79 130 174
80 145 127
81 119 78
82 155 166
83 22 191
84 183 86
85 159 12
86 150 137
87 55 14
88 51 130
89 192 173
90 75 162
91 188 70
92 36 34
93 72 172
94 103 33
95 72 31
96 58 6
97 74 63
98 128 2
99 67 172
