N 100 
0 54 111
1 64 97
2 166 139
3 150 171
4 90 107
5 127 70
6 125 97
7 171 56
8 23 135
9 44 34
10 153 143
11 59 137
12 120 10
13 109 90
14 134 65
15 43 23
16 157 193
17 78 33
18 86 171
19 171 112
20 51 126
21 71 174
22 139 34
23 136 129
24 160 35
25 158 146
26 8 138
27 42 38
28 3 124
29 44 163
30 155 146
31 10 98
32 79 177
33 39 62
34 49 79
35 108 133
36 57 31
37 90 119
38 128 62
39 34 167
40 79 19
41 90 70
42 163 133
43 105 113
44 151 65
45 7 12
46 189 35
47 27 51
48 22 83
49 38 76
50 60 158
51 140 156
52 110 71
53 75 27
54 100 86
55 110 57
56 8 98
57 112 78
58 156 71
59 117 150
60 194 27
61 169 179
62 130 130
63 65 24
64 107 135
65 83 99
66 45 188
67 172 72
68 122 64
69 109 144
70 8 40
71 84 95
72 31 114
73 170 160
74 112 79
75 74 148
76 10 166
77 151 81
78 161 139
79 88 110
80 57 77
81 94 132
82 64 52
83 48 23
84 63 116
85 129 10
86 95 171
87 40 12
88 112 35
89 128 14
90 188 89
91 113 150
92 91 22
93 184 53
94 48 58
95 17 8
96 70 165
97 94 112
98 134 78
99 54 164
