N 100 
0 57 50
1 133 151
2 10 94
3 49 31
4 172 173
5 196 24
6 159 146
7 119 80
8 151 52
9 106 7
10 150 68
11 134 18
12 183 126
13 65 89
14 87 96
15 82 75
16 8 111
17 27 39
18 142 105
19 17 104
20 6 196
21 151 67
22 164 8
23 38 38
24 57 4
25 34 183
26 10 124
27 41 104
28 177 42
29 56 102
30 34 112
31 143 90
32 170 35
33 179 111
34 120 125
35 134 178
36 8 30
37 92 179
38 27 145
39 106 192
40 51 63
41 183 30
42 178 158
43 90 40
44 37 53
45 31 27
46 91 2
47 185 59
48 146 159
49 88 66
50 191 20
51 163 192
52 64 147
53 59 164
54 70 48
55 110 163
56 151 38
57 189 138
58 0 4
59 123 67
60 154 66
61 148 6
62 195 138
63 131 6
64 166 179
65 43 118
66 42 24
67 193 88
68 200 158
69 81 105
70 73 200
71 84 20
72 89 120
73 12 93
74 157 92
75 197 165
76 188 132
77 122 187
78 51 53
79 67 13
80 101 134
81 172 99
82 164 55
83 107 139
84 52 40
85 134 180
86 187 167
87 75 200
88 20 173
89 114 62
90 52 191
91 92 103
92 74 21
93 137 171
94 101 177
95 127 17
96 97 163
97 199 164
98 58 162
99 178 108
