N 100 
0 170 144
1 121 75
2 20 123
3 163 23
4 144 76
5 48 182
6 54 200
7 79 108
8 111 89
9 195 31
10 161 54
11 88 165
12 99 31
13 179 93
14 81 107
15 175 122
16 177 60
17 198 104
18 26 144
19 141 30
20 19 102
21 12 190
22 81 0
23 129 149
24 83 130
25 42 162
26 111 79
27 153 47
28 145 171
29 75 32
30 199 125
31 83 57
32 11 97
33 189 66
34 145 21
35 75 45
36 147 128
37 6 73
38 24 8
39 71 59
40 154 2
41 27 192
42 180 109
43 185 23
44 88 65
45 55 153
46 114 105
47 196 176
48 37 83
49 66 83
50 133 146
51 13 33
52 87 55
53 150 125
54 177 143
55 32 40
56 78 42
57 42 3
58 93 151
59 196 23
60 98 10
61 82 26
62 152 8
63 187 184
64 133 3
65 83 124
66 66 58
67 162 17
68 71 9
69 77 191
70 66 33
71 10 173
72 116 192
73 110 21
74 200 199
75 156 143
76 118 5
77 21 67
78 128 167
79 126 57
80 115 34
81 105 131
82 104 139
83 193 131
84 168 174
85 64 16
86 28 185
87 89 160
88 110 126
89 32 20
90 119 47
91 148 0
92 85 62
93 116 114
94 8 109
95 162 189
96 61 19
97 143 123
98 128 105
99 96 181
