N 100 
0 11 83
1 109 149
2 12 119
3 153 84
4 145 45
5 166 195
6 72 18
7 28 39
8 62 93
9 105 86
10 62 40
11 73 169
12 27 103
13 4 109
14 136 197
15 137 171
16 91 159
17 93 35
18 108 158
19 72 59
20 193 98
21 148 76
22 133 179
23 161 129
24 90 112
25 96 146
26 70 169
27 51 72
28 109 140
29 85 3
30 68 189
31 26 8
32 126 53
33 5 27
34 20 107
35 77 107
36 112 151
37 66 165
38 129 34
39 145 190
40 96 142
41 162 26
42 58 110
43 164 85
44 156 93
45 56 152
46 175 14
47 37 2
48 174 87
49 92 142
50 148 38
51 103 78
52 195 45
53 56 57
54 138 13
55 103 91
56 79 75
57 173 40
58 7 73
59 103 33
60 43 186
61 113 9
62 170 152
63 109 173
64 134 198
65 166 74
66 146 45
67 177 144
68 147 52
69 110 53
70 163 169
71 124 144
72 21 23
73 121 185
74 178 45
75 144 197
76 158 142
77 105 64
78 114 18
79 130 90
80 52 179
81 40 124
82 151 184
83 165 109
84 45 151
85 190 165
86 38 104
87 75 91
88 127 141
89 9 93
90 111 90
91 152 7
92 198 15
93 194 161
94 0 3
95 176 89
96 176 141
97 60 48
98 11 180
99 98 17
