N 100 
0 72 1
1 3 30
2 126 146
3 47 120
4 110 123
5 196 51
6 105 56
7 92 81
8 183 15
9 114 111
10 63 6
11 71 66
12 36 138
13 139 71
14 0 67
15 125 78
16 175 79
17 87 197
18 171 24
19 193 65
20 156 43
21 20 142
22 200 37
23 6 185
24 180 129
25 62 44
26 194 78
27 156 171
28 168 126
29 44 184
30 64 69
31 38 189
32 134 38
33 141 143
34 81 19
35 94 106
36 36 143
37 116 134
38 41 157
39 196 136
40 153 89
41 89 111
42 109 165
43 114 110
44 115 0
45 78 21
46 52 12
47 9 70
48 118 113
49 193 27
50 69 102
51 196 192
52 65 82
53 80 46
54 30 176
55 147 191
56 188 164
57 110 31
58 9 25
59 60 15
60 30 86
61 47 29
62 164 187
63 123 85
64 12 183
65 64 8
66 97 151
67 33 24
68 55 172
69 43 18
70 3 167
71 194 165
72 147 94
73 115 170
74 138 68
75 4 166
76 122 128
77 39 7
78 200 83
79 69 153
80 61 149
81 182 127
82 82 130
83 145 108
84 132 85
85 110 0
86 16 169
87 160 83
88 176 168
89 197 180
90 106 143
91 26 118
92 28 191
93 89 192
94 92 106
95 68 78
96 159 73
97 67 116
98 178 153
99 33 179
