N 100 
0 73 167
1 42 134
2 197 35
3 102 62
4 92 42
5 40 33
6 32 166
7 35 6
8 19 3
9 89 37
10 183 36
11 146 24
12 44 106
13 148 52
14 6 21
15 14 7
16 12 130
17 58 173
18 137 88
19 33 168
20 42 19
21 199 2
22 121 4
23 71 136
24 145 21
25 60 158
26 179 47
27 135 144
28 39 68
29 126 161
30 63 90
31 143 85
32 78 10
33 148 135
34 40 143
35 105 132
36 134 53
37 57 161
38 92 8
39 150 152
40 123 121
41 80 173
42 151 139
43 48 125
44 105 166
45 15 155
46 41 107
47 13 88
48 9 25
49 7 39
50 51 60
51 14 12
52 107 86
53 118 157
54 186 17
55 16 139
56 164 112
57 98 178
58 184 163
59 101 113
60 18 175
61 71 186
62 154 98
63 17 65
64 124 95
65 155 48
66 98 118
67 7 24
68 103 155
69 135 120
70 150 23
71 149 151
72 42 53
73 24 59
74 138 82
75 116 21
76 0 91
77 177 126
78 40 24
79 84 112
80 144 62
81 171 127
82 138 78
83 98 18
84 158 80
85 66 158
86 18 138
87 126 116
88 146 82
89 32 94
90 175 77
91 150 47
92 134 132
93 199 176
94 169 151
95 32 170
96 137 29
97 136 118
98 78 55
99 45 177
