N 100 
0 1 42
1 43 22
2 144 159
3 62 168
4 168 171
5 104 63
6 184 84
7 116 13
8 27 54
9 131 49
10 53 44
11 174 184
12 168 134
13 93 154
14 108 54
15 74 57
16 38 44
17 12 47
18 31 59
19 183 163
20 105 109
21 188 48
22 59 165
23 84 165
24 164 134
25 149 166
26 60 179
27 73 92
28 145 119
29 96 181
30 103 97
31 21 182
32 26 138
33 109 150
34 103 38
35 10 197
36 138 180
37 101 41
38 97 179
39 13 58
40 30 8
41 186 20
42 7 100
43 184 93
44 67 23
45 131 177
46 131 169
47 2 147
48 76 177
49 33 112
50 163 94
51 190 37
52 125 97
53 80 1
54 3 22
55 41 27
56 63 135
57 187 9
58 157 115
59 96 30
60 25 22
61 43 87
62 59 111
63 32 187
64 46 91
65 19 197
66 90 184
67 48 181
68 135 166
69 150 68
70 147 103
71 13 29
72 33 196
73 163 3
74 80 134
75 196 176
76 143 72
77 7 186
78 155 59
79 62 106
80 78 141
81 102 81
82 82 32
83 91 85
84 167 78
85 160 171
86 161 57
87 59 18
88 132 17
89 143 115
90 52 61
91 22 95
92 133 21
93 20 13
94 25 16
95 160 154
96 197 79
97 11 29
98 140 158
99 141 194
