N 100 
0 99 2
1 24 116
2 51 162
3 20 23
4 26 171
5 175 108
6 40 80
7 31 53
8 81 37
9 99 37
10 192 125
11 77 42
12 102 12
13 200 30
14 132 51
15 98 187
16 131 146
17 162 82
18 12 40
19 129 127
20 124 163
21 133 99
22 20 171
23 135 92
24 58 75
25 169 96
26 181 197
27 66 150
28 40 137
29 96 135
30 141 80
31 100 163
32 98 74
33 162 113
34 197 139
35 12 10
36 115 25
37 82 79
38 131 134
39 42 150
40 153 132
41 91 35
42 196 57
43 8 105
44 134 144
45 25 183
46 64 198
47 54 121
48 173 157
49 23 40
50 134 43
51 23 99
52 113 104
53 92 44
54 4 39
55 163 167
56 26 169
57 21 145
58 152 104
59 141 116
60 85 172
61 14 182
62 141 196
63 125 53
64 196 133
65 8 66
66 58 93
67 29 189
68 161 3
69 43 100
70 197 114
71 140 123
72 141 115
73 81 70
74 155 52
75 157 122
76 80 81
77 39 30
78 162 47
79 49 86
80 183 99
81 22 112
82 123 21
83 168 76
84 125 123
85 58 29
86 148 38
87 162 19
88 167 101
89 182 59
90 108 134
91 144 193
92 3 61
93 82 29
94 200 72
95 153 173
96 85 146
97 186 100
98 189 7
99 153 93
